oldUrl,newUrl,action,urlQualityScore,seoValueScore,traffic,backlinks,reason,confidence
"https://www.eurowindowhcm.com/2022/11/eurowindow-12-nam-lien-tiep-dat-thuong-hieu-quoc-gia.html","/tin-tuc/eurowindow-12-nam-lien-tiep-dat-thuong-hieu-quoc-gia","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/10/chuong-trinh-boc-tham-trung-thuong-ngan.html","/tin-tuc/chuong-trinh-boc-tham-trung-thuong-ngan","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/09/video-ve-san-pham-eurowindow.html","/tin-tuc/video-ve-san-pham-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/07/khuyen-mai-20-nam-thanh-lap-eurowindow.html","/tin-tuc/khuyen-mai-20-nam-thanh-lap-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/06/vat-lieu-kinh-cao-cap-trong-thiet-ke.html","/tin-tuc/vat-lieu-kinh-cao-cap-trong-thiet-ke","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/06/kham-pha-gian-hang-eurowindow-tai-trien.html","/tin-tuc/kham-pha-gian-hang-eurowindow-tai-trien","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/06/cua-nhom-eurowindow-cach-nhiet-hieu-qua.html","/tin-tuc/cua-nhom-eurowindow-cach-nhiet-hieu-qua","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/06/stelong-tham-nha-may-eurowindow-binh-duong.html.html","/tin-tuc/stelong-tham-nha-may-eurowindow-binh-duong","IMPROVE",85,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2022/05/trien-lam-vietbuil-2022-tai-nang.html","/tin-tuc/trien-lam-vietbuil-2022-tai-nang","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/05/uu-dai-dac-biet-cua-mat-nha-sang-dang-tay.html","/tin-tuc/uu-dai-dac-biet-cua-mat-nha-sang-dang-tay","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/04/chuong-trinh-khuyen-mai-cua-go-2022.html","/tin-tuc/chuong-trinh-khuyen-mai-cua-go-2022","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/04/eurowindow-dan-au-top-5-cong-ty-vat.html","/tin-tuc/eurowindow-dan-dau-top-5-cong-ty-vat","IMPROVE",65,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2022/04/bi-mat-ang-sau-kha-nang-cach-nhiet-vuot.html","/tin-tuc/bi-mat-ang-sau-kha-nang-cach-nhiet-vuot","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/04/cua-va-vach-nhom-kinh-5-iem-cong-sang.html","/tin-tuc/cua-va-vach-nhom-kinh-5-diem-cong-sang","IMPROVE",65,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2022/01/cong-trinh-eurowindow-tai-quan-1.html","/tin-tuc/cong-trinh-eurowindow-tai-quan-1","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/01/cong-trinh-eurowindow-tai-go-vap.html","/tin-tuc/cong-trinh-eurowindow-tai-go-vap","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/01/eurowindow-showroom-thu-duc.html","/tin-tuc/eurowindow-showroom-thu-duc","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/01/cong-trinh-eurowindow-tai-hoc-mon.html","/tin-tuc/cong-trinh-eurowindow-tai-hoc-mon","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2022/01/cong-trinh-eurowindow-long-an.html","/tin-tuc/cong-trinh-eurowindow-long-an","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2021/09/eurowindow-khuyen-mai-thang-10.html","/tin-tuc/eurowindow-khuyen-mai-thang-10","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2021/06/eurowindow-mien-nam-khuyen-mai-len-den-15.html","/tin-tuc/eurowindow-mien-nam-khuyen-mai-len-den-15","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2021/04/diem-noi-bat-cua-cua-go-eurowindow.html.html","/tin-tuc/diem-noi-bat-cua-cua-go-eurowindow","IMPROVE",85,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2021/03/cua-nhom-cau-cach-nhiet-eurowindow.html","/tin-tuc/cua-nhom-cau-cach-nhiet-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2021/03/tieu-chi-danh-gia-cua-nhom-chat-luong.html","/tin-tuc/tieu-chi-danh-gia-cua-nhom-chat-luong","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2021/01/eurowindow-su-lua-chon-tin-cay-cua-chu.html","/tin-tuc/eurowindow-su-lua-chon-tin-cay-cua-chu","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/12/cua-upvc-eurowindow.html","/tin-tuc/cua-upvc-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/12/cua-cach-am-eurowindow.html","/tin-tuc/cua-cach-am-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/12/cua-go-eurowindow.html","/tin-tuc/cua-go-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/11/eurowindow-tu-hao-5-lan-lien-tiep-at.html","/tin-tuc/eurowindow-tu-hao-5-lan-lien-tiep-at","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/11/iem-khac-biet-cua-cua-go-eurowindow-ma.html","/tin-tuc/iem-khac-biet-cua-cua-go-eurowindow-ma","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/11/noi-that-eurowindow-manh-ghep-uong-ai.html","/tin-tuc/noi-that-eurowindow-manh-ghep-uong-ai","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/09/cua-upvc-eurowindow-ang-cap-vuot-thoi.html","/tin-tuc/cua-upvc-eurowindow-dang-cap-vuot-thoi","IMPROVE",65,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2020/09/eurowindow-hanh-trinh-moi-2020.html","/tin-tuc/eurowindow-hanh-trinh-moi-2020","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/09/cua-va-vach-nhom-kinh-eurowindow.html","/tin-tuc/cua-va-vach-nhom-kinh-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/08/cua-cuon-eurowindow-la-chan-thep.html","/tin-tuc/cua-cuon-eurowindow-la-chan-thep","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/08/mat-dung-nhom-kinh-eurowindow-152-ien.html","/tin-tuc/mat-dung-nhom-kinh-eurowindow-152-ien","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/08/xe-hop-go-cua-nhanh-tay-sam-noi-that.html","/tin-tuc/xe-hop-go-cua-nhanh-tay-sam-noi-that","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/07/cua-nhom-ea55-eurowindow-kien-tao-tuyet.html","/tin-tuc/cua-nhom-ea55-eurowindow-kien-tao-tuyet","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/06/Eurowindow-khuyen-mai-2020.html","/tin-tuc/eurowindow-khuyen-mai-2020","IMPROVE",100,"UNVERIFIED","UNVERIFIED","UNVERIFIED","","HIGH"
"https://www.eurowindowhcm.com/2020/06/cua-go-eurowindow-phu-song-viet-nam.html","/tin-tuc/cua-go-eurowindow-phu-song-viet-nam","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/06/noi-that-eurowindow-nang-tam-khong-gian.html","/tin-tuc/noi-that-eurowindow-nang-tam-khong-gian","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/06/giai-ma-suc-hut-tu-cua-upvc-kommerling.html","/tin-tuc/giai-ma-suc-hut-tu-cua-upvc-kommerling","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/05/eurowindow-kinh-nghiem-18-nam-thi-cong.html","/tin-tuc/eurowindow-kinh-nghiem-18-nam-thi-cong","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/05/eurowindow-da-nang.html","/tin-tuc/eurowindow-da-nang","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/05/cua-vom-nhom-kinh-eurowindow.html","/tin-tuc/cua-vom-nhom-kinh-eurowindow","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/04/cong-trinh-eurowindow-quan-2.html","/tin-tuc/cong-trinh-eurowindow-quan-2","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/03/cua-cuon-eurowindow-chinh-phuc-thi.html","/tin-tuc/cua-cuon-eurowindow-chinh-phuc-thi","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/03/cua-go-composite-eurowindow-dep-sang.html","/tin-tuc/cua-go-composite-eurowindow-dep-sang","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/03/cong-trinh-eurowindow-cu-chi.html","/tin-tuc/cong-trinh-eurowindow-cu-chi","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/03/cong-trinh-cua-eurowindow-quan-10.html","/tin-tuc/cong-trinh-cua-eurowindow-quan-10","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/02/cua-go-composite.html","/tin-tuc/cua-go-composite","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/02/cua-di-upvc-mo-truot.html","/tin-tuc/cua-di-upvc-mo-truot","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/02/cong-trinh-cua-eurowindow-vung-tau.html","/tin-tuc/cong-trinh-cua-eurowindow-vung-tau","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/02/cua-nhom-eurowindow-tai-quan-tan-binh.html","/tin-tuc/cua-nhom-eurowindow-tai-quan-tan-binh","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2020/01/vach-nhom-kinh-eurowindow-kien-tao-ve.html","/tin-tuc/vach-nhom-kinh-eurowindow-kien-tao-ve","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/euroindow-quan-9.html","/tin-tuc/euroindow-quan-9","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-chi-25-ty-nhap-khau-day.html","/tin-tuc/eurowindow-chi-25-ty-nhap-khau-day","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-gan-ket-e-thanh-cong.html","/tin-tuc/eurowindow-gan-ket-e-thanh-cong","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-at-top-10-cong-ty-vat-lieu.html","/tin-tuc/eurowindow-dat-top-10-cong-ty-vat-lieu","IMPROVE",65,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Fixed Vietnamese transliteration typo / missing diacritics","HIGH"
"https://www.eurowindowhcm.com/2019/12/san-pham-eurowindow-lam-tang-gia-tri.html","/tin-tuc/san-pham-eurowindow-lam-tang-gia-tri","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/bi-quyet-chon-cua-cho-ngoi-nha.html","/tin-tuc/bi-quyet-chon-cua-cho-ngoi-nha","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-top-100-noi-lam-viec-tot.html","/tin-tuc/eurowindow-top-100-noi-lam-viec-tot","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/thanh-cong-cua-eurowindow-gia-tri-cua.html","/tin-tuc/thanh-cong-cua-eurowindow-gia-tri-cua","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-don-nhan-huan-chuong-lao-dong.html","/tin-tuc/eurowindow-don-nhan-huan-chuong-lao-dong","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-lan-thu-4-lien-tiep-dat-thqg.html","/tin-tuc/eurowindow-lan-thu-4-lien-tiep-dat-thqg","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-to-chuc-hoi-thao-kpis-toan.html","/tin-tuc/eurowindow-to-chuc-hoi-thao-kpis-toan","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/khach-hang-can-biet-khi-lua-chon-cua.html","/tin-tuc/khach-hang-can-biet-khi-lua-chon-cua","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/quy-inh-bao-hanh-2019.html","/tin-tuc/quy-inh-bao-hanh-2019","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-uoc-cap-giay-chung-nhan-toan.html","/tin-tuc/eurowindow-duoc-cap-giay-chung-nhan-toan","IMPROVE",100,"UNVERIFIED","UNVERIFIED","UNVERIFIED","","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-tai-vietbuild-ho-chi-minh.html","/tin-tuc/eurowindow-tai-vietbuild-ho-chi-minh","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-moi-truong-tot-nhat-cho-su.html","/tin-tuc/eurowindow-moi-truong-tot-nhat-cho-su","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/eurowindow-gia-nhap-noi-that.html","/tin-tuc/eurowindow-gia-nhap-noi-that","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/cua-truot-tu-dong-2-canh.html","/tin-tuc/cua-truot-tu-dong-2-canh","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/tinh-uu-viet-cua-cua-chong-chay.html","/tin-tuc/tinh-uu-viet-cua-cua-chong-chay","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
"https://www.eurowindowhcm.com/2019/12/chi-tiet-cau-thanh-cua-chong-chay.html","/tin-tuc/chi-tiet-cau-thanh-cua-chong-chay","KEEP",95,"UNVERIFIED","UNVERIFIED","UNVERIFIED","Clean, keyword-clear and high-quality URL","HIGH"
